PLANT_NAME,PLANT_DESIGN_CAPACITY_MWE,PLANT_COUNTRY,PLANT_STATE,TYPE,PLANT_OVERALL_RATING,PLANT_LATITUDE,PLANT_LONGITUDE,geopoint,PLANT_TYPE_OF_PLANT,PLANT_USED_FOR,PLANT_URL,PLANT_LOCATION,TOPIC,,TYPE_URL
Longue Epine Wind Farm France,10,France,Somme,WIND,Environmentally Responsible,49.9941,1.7451,"49.9941, 1.7451",,,http://www.globalenergyobservatory.org/geoid/40082,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Monts Bergerons Wind Farm France,22,France,Somme,WIND,Environmentally Responsible,50.08,1.88,"50.08, 1.88",,,http://www.globalenergyobservatory.org/geoid/40084,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Murat Wind Farm France,11.7,France,Tarn,WIND,Environmentally Responsible,43.66,2.89,"43.66, 2.89",,,http://www.globalenergyobservatory.org/geoid/40092,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Puech Cornet Wind Farm France,13.8,France,Tarn,WIND,Environmentally Responsible,43.67,2.59,"43.67, 2.59",,,http://www.globalenergyobservatory.org/geoid/40094,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Beaufou Wind Farm France,12,France,Vendee,WIND,Environmentally Responsible,46.808,-1.5523,"46.808, -1.5523",,,http://www.globalenergyobservatory.org/geoid/40096,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Rochereau Wind Farm France,6.68,France,Vienne,WIND,Environmentally Responsible,46.7167,0.1667,"46.7167, 0.1667",,,http://www.globalenergyobservatory.org/geoid/40108,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
CHYLOS Wind Farm Greece,11.7,Greece,Evros,WIND,Environmentally Responsible,40.96781,26.0954,"40.96781, 26.0954",,,http://www.globalenergyobservatory.org/geoid/46117,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Putluru RCI Wind Farm,20,India,Andhra Pradesh,WIND,Environmentally Responsible,17,79,"17.0, 79.0",,,http://www.globalenergyobservatory.org/geoid/4967,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Kappadagagudda Wind Farm,5,India,Karnataka,WIND,Environmentally Responsible,15.23333333,75.71666667,"15.2333333333, 75.7166666667",,,http://www.globalenergyobservatory.org/geoid/3799,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Kayathar Subhash  Wind Farm,30,India,Tamil Nadu,WIND,Environmentally Responsible,8.916601352,77.71897751,"8.91660135193, 77.7189775089",,,http://www.globalenergyobservatory.org/geoid/3812,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Ratrussan-Bindoo Wind Farm Ireland,48,Ireland,Cavan,WIND,Environmentally Responsible,54.0038,-7.1183,"54.0038, -7.1183",,,http://www.globalenergyobservatory.org/geoid/44712,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Al Koudia Al Baida (Abdelkhalek Torres) Wind Farm Morocco,53.9,Morocco,Tanger-Tetouan,WIND,Environmentally Responsible,35.8184,-5.4538,"35.8184, -5.4538",,,http://www.globalenergyobservatory.org/geoid/41595,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Lafarge Cement (Tetouan) Wind Farm Morocco,32.2,Morocco,Tanger-Tetouan,WIND,Environmentally Responsible,35.611,-5.432,"35.611, -5.432",,,http://www.globalenergyobservatory.org/geoid/41597,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Prinses Amalia (Q7) Wind Farm Netherlands,120,Netherlands,Noord-Holland,WIND,Environmentally Responsible,52.588,4.223,"52.588, 4.223",,,http://www.globalenergyobservatory.org/geoid/41991,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Te Apiti Wind Farm New Zealand,90.75,New Zealand,Manawatu-Wanganui,WIND,Environmentally Responsible,-40.299,175.8169,"-40.299, 175.8169",,,http://www.globalenergyobservatory.org/geoid/42717,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
White Hill Wind Farm New Zealand,58,New Zealand,Southland,WIND,Environmentally Responsible,-45.7625,168.2852,"-45.7625, 168.2852",,,http://www.globalenergyobservatory.org/geoid/42719,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
West Wind Wind Farm New Zealand,142.6,New Zealand,Wellington,WIND,Environmentally Responsible,-41.2678,174.6779,"-41.2678, 174.6779",,,http://www.globalenergyobservatory.org/geoid/42718,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Darling Wind farm SA,5.45,South Africa,Western Cape,WIND,Environmentally Responsible,-33.3135,18.263167,"-33.3135, 18.263167",,,http://www.globalenergyobservatory.org/geoid/2869,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Hambantota Wind Farm Sri Lanka,3,Sri Lanka,Hambantota,WIND,Environmentally Responsible,6.1455,81.11,"6.1455, 81.11",,,http://www.globalenergyobservatory.org/geoid/40509,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
251 Project Wind Farm CA USA,18.4,United States of America,California,WIND,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,http://www.globalenergyobservatory.org/geoid/1957,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
85 A Wind Farm CA USA,14.1,United States of America,California,WIND,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,http://www.globalenergyobservatory.org/geoid/1964,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Aeroturbine Wind Farm CA USA,4.7,United States of America,California,WIND,Environmentally Responsible,33.7437,-115.9925,"33.7437, -115.9925",,,http://www.globalenergyobservatory.org/geoid/1987,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Altech 3 Wind Farm California United States of America,25.1,United States of America,California,WIND,Environmentally Responsible,33.91658293,-116.7341995,"33.9165829286, -116.734199524",,,http://www.globalenergyobservatory.org/geoid/2086,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Coram Energy 2 Wind Farm California United Sates of America,4.5,United States of America,California,WIND,Environmentally Responsible,35.07693166,-118.3072615,"35.0769316598, -118.307261467",,,http://www.globalenergyobservatory.org/geoid/2769,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Difwind Farms Ltd VII Wind Farm CA USA,24,United States of America,California,WIND,Environmentally Responsible,37.6427,-121.8743,"37.6427, -121.8743",,,http://www.globalenergyobservatory.org/geoid/2936,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Difwind Farms Ltd VIII Wind Farm CA USA,15,United States of America,California,WIND,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,http://www.globalenergyobservatory.org/geoid/2937,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Dinosaur Point Wind Farm CA USA,17.4,United States of America,California,WIND,Environmentally Responsible,37.1869,-120.7037,"37.1869, -120.7037",,,http://www.globalenergyobservatory.org/geoid/2942,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
EUIPH Wind Farm Wind Farm CA USA,25.4,United States of America,California,WIND,Environmentally Responsible,33.7437,-115.9925,"33.7437, -115.9925",,,http://www.globalenergyobservatory.org/geoid/3111,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Helzel and Schwarzhoff 88 Wind Farm CA USA,1.8,United States of America,California,WIND,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,http://www.globalenergyobservatory.org/geoid/3518,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Mesa (ZPI) Wind Farm CA USA,19.5,United States of America,California,WIND,Environmentally Responsible,33.7437,-115.9925,"33.7437, -115.9925",,,http://www.globalenergyobservatory.org/geoid/4254,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Mesa (ZPII) Wind Farm CA USA,10.4,United States of America,California,WIND,Environmentally Responsible,33.7437,-115.9925,"33.7437, -115.9925",,,http://www.globalenergyobservatory.org/geoid/4255,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Mountain View Power Partners II Wind Farm California United States of America,22.2,United States of America,California,WIND,Environmentally Responsible,33.9319665,-116.6274261,"33.9319664999, -116.627426147",,,http://www.globalenergyobservatory.org/geoid/4389,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Phoenix Wind Power LLC Wind Farm CA USA,2.1,United States of America,California,WIND,Environmentally Responsible,33.7437,-115.9925,"33.7437, -115.9925",,,http://www.globalenergyobservatory.org/geoid/4783,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Sky River Wind Farm California United States of America,76.95,United States of America,California,WIND,Environmentally Responsible,35.06625414,-118.266449,"35.0662541441, -118.266448975",,,http://www.globalenergyobservatory.org/geoid/5427,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Swanmill Windfarm I Wind Farm CA USA,18.7,United States of America,California,WIND,Environmentally Responsible,33.7437,-115.9925,"33.7437, -115.9925",,,http://www.globalenergyobservatory.org/geoid/5615,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Tehachapi Wind Resource II Wind Farm CA USA,22.4,United States of America,California,WIND,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,http://www.globalenergyobservatory.org/geoid/5679,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Victory Garden Phase IV Wind Farm California United States of America,22.47,United States of America,California,WIND,Environmentally Responsible,35.05613731,-118.2678223,"35.0561373143, -118.267822266",,,http://www.globalenergyobservatory.org/geoid/5933,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Westwind Trust Wind Farm California United States of America,15.7,United States of America,California,WIND,Environmentally Responsible,33.93538469,-116.6298294,"33.935384694, -116.629829407",,,http://www.globalenergyobservatory.org/geoid/6073,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Windland (Boxcar II) Wind Farm California United States of America,14.3,United States of America,California,WIND,Environmentally Responsible,35.08564123,-118.2836151,"35.08564123, -118.283615112",,,http://www.globalenergyobservatory.org/geoid/6135,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Kamaoa Wind Farm Wind Farm HI USA,9.2,United States of America,Hawaii,WIND,Environmentally Responsible,19.6013,-155.5212,"19.6013, -155.5212",,,http://www.globalenergyobservatory.org/geoid/3791,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Fowler Ridge Wind Farm IN USA,600,United States of America,Indiana,WIND,Environmentally Responsible,40.5833,-87.3333,"40.5833, -87.3333",,,http://www.globalenergyobservatory.org/geoid/45376,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Hawkeye Power Partners LLC Wind Farm IA USA,42,United States of America,Iowa,WIND,Environmentally Responsible,43.0821,-93.2636,"43.0821, -93.2636",,,http://www.globalenergyobservatory.org/geoid/3502,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Top of Iowa Wind Farm Iowa United States of America,80.1,United States of America,Iowa,WIND,Environmentally Responsible,43.3773,-93.2645,"43.3773, -93.2645",,,http://www.globalenergyobservatory.org/geoid/5746,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
CG Windfarm LLC Wind Farm MN USA,2,United States of America,Minnesota,WIND,Environmentally Responsible,44.0236,-96.2621,"44.0236, -96.2621",,,http://www.globalenergyobservatory.org/geoid/2615,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Champepaden Chandler Hills Phase II WInd Farm Minnesota United States of America,1.98,United States of America,Minnesota,WIND,Environmentally Responsible,44.0221,-95.7682,"44.0221, -95.7682",,,http://www.globalenergyobservatory.org/geoid/2621,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Fey Windfarm LLC Wind Farm MN USA,2,United States of America,Minnesota,WIND,Environmentally Responsible,44.0236,-96.2621,"44.0236, -96.2621",,,http://www.globalenergyobservatory.org/geoid/3172,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
G.McNeilus Wind Farm Minnesota United States of America,13.5,United States of America,Minnesota,WIND,Environmentally Responsible,43.55327583,-92.725811,"43.5532758321, -92.7258110046",,,http://www.globalenergyobservatory.org/geoid/3258,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Twin Lake Hills LLC Wind Farm MN USA,1.9,United States of America,Minnesota,WIND,Environmentally Responsible,44.4124,-96.2698,"44.4124, -96.2698",,,http://www.globalenergyobservatory.org/geoid/5819,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Salt Valley Wind Farm NE USA,1.2,United States of America,Nebraska,WIND,Environmentally Responsible,40.7847,-96.6803,"40.7847, -96.6803",,,http://www.globalenergyobservatory.org/geoid/5233,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Vansycle Ridge Wind Farm Oregon United States of America,25.08,United States of America,Oregon,WIND,Environmentally Responsible,45.5878,-118.7356,"45.5878, -118.7356",,,http://www.globalenergyobservatory.org/geoid/5914,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Meyersdale Wind Farm Pennsylvania United States of America,30,United States of America,Pennsylvania,WIND,Environmentally Responsible,39.7818935,-79.01161194,"39.7818934976, -79.0116119385",,,http://www.globalenergyobservatory.org/geoid/4264,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Desert Sky Wind Farm TX USA,160.5,United States of America,Texas,WIND,Environmentally Responsible,30.7866,-102.7302,"30.7866, -102.7302",,,http://www.globalenergyobservatory.org/geoid/2911,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
King Mountain Wind Ranch Wind Farm Texas United States of America,281.2,United States of America,Texas,WIND,Environmentally Responsible,31.22806879,-102.2452927,"31.2280687915, -102.245292664",,,http://www.globalenergyobservatory.org/geoid/3856,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Trent Mesa Wind Farm Texas United States of America,150,United States of America,Texas,WIND,Environmentally Responsible,32.421993,-100.212307,"32.421993, -100.212307",,,http://www.globalenergyobservatory.org/geoid/5771,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Spanish Fork Wind Farm Utah United States of America,18.9,United States of America,Utah,WIND,Environmentally Responsible,40.07399946,-111.5842724,"40.0739994628, -111.584272385",,,http://www.globalenergyobservatory.org/geoid/5495,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Nine Canyon Wind Farm Washington United States of America,95.9,United States of America,Washington,WIND,Environmentally Responsible,46.10156631,-119.088707,"46.1015663128, -119.08870697",,,http://www.globalenergyobservatory.org/geoid/4499,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Mountaineer Wind Energy Center Wind Farm West Virginia United States of America,66,United States of America,West Virginia,WIND,Environmentally Responsible,39.19288389,-79.52625275,"39.1928838899, -79.5262527466",,,http://www.globalenergyobservatory.org/geoid/4391,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Zirbel Wind Farm Wisconsin United States of America,1.2,United States of America,Wisconsin,WIND,Environmentally Responsible,44.4538,-87.9978,"44.4538, -87.9978",,,http://www.globalenergyobservatory.org/geoid/3333,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
WPS Wind Farm Wisconsin United States of America,9.24,United States of America,Wisconsin,WIND,Environmentally Responsible,44.61118443,-87.55858898,"44.611184426, -87.5585889816",,,http://www.globalenergyobservatory.org/geoid/4046,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Medicine Bow Wind Farm WY USA,6.2,United States of America,Wyoming,WIND,Environmentally Responsible,41.6954,-106.9344,"41.6954, -106.9344",,,http://www.globalenergyobservatory.org/geoid/4238,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Nuevo Manatial Wind Farm Uruguay,13,Uruguay,Rocha,WIND,Environmentally Responsible,-34.274,-54.0554,"-34.274, -54.0554",,,http://www.globalenergyobservatory.org/geoid/42288,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Wind
Doiras Hydroelectric Power Plant Spain,43,Spain,Asturias,HYDRO,Environmentally Responsible,43.3891,-6.8232,"43.3891, -6.8232",Dam on river with reservoir,,http://www.globalenergyobservatory.org/geoid/45887,"Silvon, Asturias, Spain",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Almendra (Villarino) Hydroelectric Power Plant Spain,842,Spain,Castile and Leon,HYDRO,Environmentally Responsible,41.27016,-6.3208,"41.27016, -6.3208",Dam on river with reservoir,,http://www.globalenergyobservatory.org/geoid/43825,"Almendra, Salamanca, Castile and Leon, Spain",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
